model,dataset,recall,query_latency,construction_time
FLATNAV,laion-clip-512-normalized_20_variants_384_dim,0.3625,0.00021915912628173826,180.68643164634705
FLATNAV,laion-clip-512-normalized_20_variants_384_dim,0.32525,0.00018432021141052247,118.3091471195221
FLATNAV,laion-clip-512-normalized_20_variants_384_dim,0.3625,0.00020601987838745118,143.6992781162262
FLATNAV,laion-clip-512-normalized_20_variants_384_dim,0.555,0.00024699926376342774,649.8994600772858
NSG,agnews-mxbai-1024-euclidean_20_variants_128_dim,0.9535,0.00029420733451843265,1374.4269547462463
NSG,agnews-mxbai-1024-euclidean_20_variants_128_dim,0.9735,0.0004691517353057861,1374.4269547462463
NSG,agnews-mxbai-1024-euclidean_20_variants_128_dim,0.82075,7.473468780517578e-05,828.4566934108734
NSG,agnews-mxbai-1024-euclidean_20_variants_128_dim,0.94775,0.00016832232475280762,1041.0610563755035
NSG,agnews-mxbai-1024-euclidean_20_variants_128_dim,0.9225,0.00016003847122192383,1050.1189320087433
NSG,agnews-mxbai-1024-euclidean_20_variants_128_dim,0.9535,0.0003174149990081787,1374.4269547462463
NSG,agnews-mxbai-1024-euclidean_20_variants_128_dim,0.9225,0.00016937971115112303,1050.1189320087433
NSG,agnews-mxbai-1024-euclidean_20_variants_128_dim,0.82075,7.488012313842773e-05,828.4566934108734
NSG,agnews-mxbai-1024-euclidean_20_variants_128_dim,0.94775,0.00016745448112487793,1041.0610563755035
NSG,agnews-mxbai-1024-euclidean_20_variants_128_dim,0.9535,0.0003193807601928711,1374.4269547462463
